#article,editor
719923,2142720
719923,60881
719923,12559
719923,629
719923,2528
719923,332
719923,6305
719923,6952
719923,7015
719923,2796
719923,16787450
719923,2727
719923,3038
7514833,116455
7514833,1663
7514833,42233
7514833,28922
7514833,70712
12108,29654
12108,6395
12108,111224
12108,9074
2569378,896313
2569378,10935
2569378,4750
2569378,957
37650258,333697
37650258,90609
37650258,333847
37650258,6761091
37650258,14336
5043324,83467
5043324,727779
5043324,91759
5043324,297779
5043324,24051435
5043324,35597
5043324,83613
406859,327549
406859,1932
406859,54111
11125639,29654
11125639,117140
11125639,117523
11125639,93651
11125639,979848
11125639,77589
11125639,117655
11125639,91958
27019,956474
27019,1014314
27019,23372
27019,76644
939380,49983
939380,2563
939380,74788
939380,134566
939380,49996
939380,530613
939380,164115
939380,26976
440467,56680
440467,568573
440467,175775
440467,3025677
440467,44630
9089624,2768
9089624,16949
9089624,7390705
9089624,210185
201936,112562
201936,450
201936,35597
201936,29009
201936,347429
17416221,237565
17416221,28054
17416221,60601
2632114,24744942
2632114,2768
2632114,7945
2632114,306956
34703,39440
34703,19469
34703,176316
34703,12236
34703,176082
16972981,29654
16972981,20986
16972981,990581
16972981,3565
16972981,6999
16972981,1934489
16972981,6395
16972981,9074
16972981,116950
16972981,20129
2893218,784737
2893218,44666
2893218,8452807
2893218,460770
2893218,54111
172997,2768
172997,64724
454272,477270
454272,7084299
454272,131141
454272,14319632
454272,175775
454272,138357
454272,430551
454272,3025677
454272,44630
98301,164213
98301,108909
98301,53687
98301,4514
98301,16711
98301,548618
98301,634251
142238,66533
142238,13179
142238,5654
142238,17923
142238,83179
142238,39096
12133243,1123174
12133243,29409
12133243,1720936
12133243,1020887
12133243,812282
12133243,69539
12133243,425996
12133243,69814
12133243,2563
12133243,115670
378254,9391249
378254,39250
378254,14225650
378254,67086
378254,1435
9239,23155
9239,28220
9239,27856
30128,2768
30128,2973
30128,69805
30128,7014
30128,78279
30128,453
12137073,1561440
12137073,11933140
12137073,535634
12137073,115903
424547,50080
424547,782222
424547,19829
424547,535603
1047970,112785
1047970,54509
1047970,1499891
999957,12811664
999957,19172338
999957,762527
999957,6082971
999957,578010
999957,3127
2200527,37042
2200527,2768
2200527,52523
178771,1808
178771,378197
178771,2768
178771,6082
178771,27858
558500,1670
558500,2173958
558500,2814
558500,149160
558500,1015182
558500,164223
17416342,16053
66299,11426
66299,5422
66299,1973130
66299,133679
66299,472141
66299,47377
66299,2928
66299,8806
2589713,25131
2589713,55256
2589713,155473
2589713,8767
146167,23337
146167,2929
146167,2059
146167,400471
146167,7945
146167,5408
146167,81296
18987,3056373
18987,2793
18987,5963
18987,79001
60098,7204
60098,235664
60098,90220
60098,24545
60098,865855
60098,37983
60098,65104
10114596,4463223
10114596,144294
10114596,11487
10114596,118556
28606,548647
28606,1046073
28606,20522
28606,4434417
28606,4434525
2299922,118556
2299922,2672183
2299922,21543
2299922,207632
2299922,1919609
42345073,234851
42345073,69639
42345073,3262
42345073,6305
42345073,12006430
42345073,1089
42345073,848680
42345073,104172
42345073,2032221
149183,44706
149183,160190
149183,47499
149183,2005181
149183,2005131
149183,577043
722403,118556
722403,143994
722403,577393
722403,17559440
722403,6179
1117939,8780
1117939,114274
156587,272421
156587,18181
156587,17522
156587,230250
4721,62
4721,5963
4721,14133
4721,615128
4721,158061
4721,106347
26961,96772
26961,9067
26961,30066
26961,2003
26961,18848
26961,10661
26961,97185
26961,92513
26961,38933
494681,2563
494681,29776
494681,1201978
494681,2866989
494681,118556
494681,590627
494681,144294
26903,6857
26903,222709
26903,222663
26903,5259
26903,36108
212370,334841
212370,77167
212370,195675
212370,8385798
212370,2049068
212370,9087
1537,152563
1537,5446
1537,17814
1537,2501
1537,6417
1537,207019
1537,286144
1537,5872
1537,138452
1537,4135
1537,72588
1537,285994
1537,4554
1537,6421
1806,327067
1806,39200
1806,325931
690083,175690
690083,5485923
690083,115505
690083,121149
690083,654782
690083,2417172
690083,175775
690083,429149
690083,654829
690083,175579
690083,22869
690083,44630
1008974,20573
1008974,12182308
1008974,17329013
1008974,431835
1008974,8068142
1008974,10361792
1008974,441595
8377,207349
8377,759
8377,29732
8377,2768
8377,1200919
55447,104440
55447,23771
55447,450033
55447,18370
55447,295878
690256,180991
690256,185430
690256,94047
690256,61039
690256,44630
690256,369187
1660277,1202726
1660277,41250
1660277,326967
1660277,1032913
2122,391311
2122,391320
2122,41622
2122,6392
2122,3672
2122,103137
2122,57543
2122,210556
2122,23508
2122,391240
2122,90902
2122,196981
2122,391283
24573,861398
24573,2768
24573,135859
523032,2170149
523032,3980145
523032,400471
33879,137443
33879,24030
33879,12192
33879,38855
33879,1366
33879,108861
33879,11487
9317,23155
9317,986038
9317,207349
9317,82939
9317,2723
9317,46690
9317,98654
9317,127733
2257672,115903
2257672,13100
2257672,535603
2257672,50080
2257672,1849335
2257672,116308
2257672,16949
2257672,56894
719937,9069
719937,74623
719937,2674
719937,2798
719937,1312
719937,2777
719937,12559
719937,45308
719937,24813
719937,8622
719937,2142720
719937,60881
719937,2563
719937,629
719937,2528
719937,332
719937,6305
719937,2796
719937,6952
719937,7015
719937,16787450
719937,3038
719937,2727
287673,533723
287673,396496
287673,164213
287673,2022067
287673,138838
287673,674677
287673,5532555
287673,10265124
287673,12750218
287673,2148774
53862,39702
53862,12085
53862,18370
53862,87939
53862,73677
53862,493
53862,16711
69708,406375
69708,430165
69708,605804
69708,2454710
69708,120463
69708,77941
69708,171317
69708,13321
69708,407893
69708,205654
69708,23656
69708,3180
23805,5963
23235,355800
23235,75550
23235,119070
23235,30790
23235,1066
23235,181823
23235,16143
23235,93008
23235,1988
23235,33764
23235,2809948
10201245,9752
10201245,69814
10201245,69539
10201245,74788
10201245,1312
10201245,2563
10201245,115670
10201245,812282
4132613,577562
4132613,576743
4132613,576392
4132613,73066
4132613,577061
4132613,356691
306723,185430
306723,144656
306723,151135
306723,369187
306723,476781
306723,53687
306723,94047
2574542,15232802
2574542,15503877
2574542,673460
2574542,23582482
2574542,1119321
2574542,2227133
2574542,2591729
2574542,9429536
2574542,3327610
2574542,3137272
2574542,216639
7473,1287978
7473,114274
7473,407412
7473,1286782
7473,429861
7473,405977
15573,14300
15573,99952
15573,18486
15573,7226
15573,166912
15573,90220
15573,601562
15573,99921
9904,457305
9904,197783
9904,145932
9904,24144
4199629,21816
4199629,100095
4199629,60677
4199629,69038
6803715,6175796
6803715,2670955
6803715,1369930
6803715,141433
6803715,2672225
6803715,6404
1481886,1832
1481886,2596
1481886,438677
1481886,2324165
1481886,1186
1481886,3095
69058,2424579
69058,7400834
69058,84652
69058,10834
69058,28272
8057143,741073
8057143,2006948
8057143,330206
8057143,1312
8057143,154063
8057143,485440
8057143,2266268
8057143,395943
8057143,69038
4764461,217
4764461,9308
4764461,6203
303225,477435
303225,175775
303225,76027
303225,61039
303225,144656
303225,185430
303225,53687
303225,94047
2318261,11318
2318261,2727
2318261,285564
2318261,9080
2773076,66533
2773076,230089
2773076,628153
2773076,679585
2773076,126594
2177376,82047
2177376,577212
2177376,578133
2177376,577659
2177376,576749
2177376,578048
2177376,73066
42538288,6908
42538288,9080
42538288,285564
4071534,7832
4071534,1312
4071534,299792
4071534,2563
19816586,8285581
19816586,13598476
19816586,25025831
19816586,828849
19816586,2563
19816586,12940
19816586,3308297
19816586,21816
19816586,66836
25391,8536
25391,297331
25391,37818
25391,52997
12981647,595387
12981647,69814
12981647,1124170
12981647,17310707
12981647,90439
12981647,8045
23033,127703
23033,84606
23033,81740
23033,10365
23033,84056
23033,81035
23033,46717
23033,83397
26994,22923
26994,42533
26994,89565
26994,164551
26994,138969
26994,18236
736,26972
736,35597
736,3749
736,87939
736,89095
736,26300
736,89998
